,Country Name,Country Code,Continent,Year,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,pol_gen,exl_gen,cddrst_soc,hogrst_soc,hosrst_soc,just_pbadm,free_acexp,free_rel,pow_sxo,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,Income Classification (World Bank Definition),power_soec,power_f,suffrage_f,dmr_f,"Compulsory education, duration (years) - SE.COM.DURS","School enrollment, secondary (% gross) - SE.SEC.ENRR",domestic_movement,slave,suffrage,minwage,si02,si03,si05,si07,fiscal,tariff,ODA,No. of Refugees (No of Accepted Applications)
1521,Peru,PER,South America,2005,76060606061.0,2729.499172,86.875,18.33333333,0.7929999999999999,0.46399999999999997,1.0,,1.0,0.795,2.396,2.255,0.018000000000000002,0.53,0.5670000000000001,0.131,0.628,0.8337773209999999,Lower-middle income,0.909,1.39,100.0,1.538,12.0,82.19699859999999,0.8420000000000001,0.785,100.0,3.0,6.3,9.2,12.0,80.2,,61.04595,2523000000.0,78.0
1522,Philippines,PHL,Asia,2005,107420000000.0,1244.348741,72.5,15.25423729,0.8420000000000001,0.24600000000000002,1.0,,1.0,0.064,1.229,2.063,1.001,0.613,0.5479999999999999,0.28,0.32299999999999995,0.974706759,Lower-middle income,-0.37200000000000005,1.965,100.0,1.3869999999999998,10.0,82.9036026,0.812,0.642,100.0,,10.0,11.8,17.7,72.9,,46.22979,3138000000.0,
1523,Palau,PLW,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62376,22000000.0,
1524,Papua New Guinea,PNG,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0.847,0.636,100.0,,,,,,3.0,66.69167,498000000.0,10.0
1525,Poland,POL,Europe,2005,306144000000.0,8021.505743000001,66.875,20.43478261,0.9279999999999999,0.047,1.0,1.0,1.0,1.436,2.5540000000000003,2.401,0.907,0.062,0.092,0.02,0.043,0.8435703459999999,Upper-middle income,1.5730000000000002,1.994,100.0,1.5859999999999999,10.0,99.58297729,0.84,0.889,100.0,3.0,11.0,7.9,14.6,61.6,,38.066959999999995,,333.0
1527,Puerto Rico,PRI,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Portugal,PRT,Europe,2005,197180000000.0,18773.12536,91.875,21.30434783,0.9229999999999999,0.098,1.0,1.0,1.0,1.839,3.4339999999999997,2.699,1.436,0.115,0.066,0.03,0.066,0.825753119,High income,1.2919999999999998,1.234,100.0,2.439,9.0,97.93074036,0.9440000000000001,0.888,100.0,3.0,1.5,6.2,12.5,78.0,,31.531259999999996,,5.0
1530,Paraguay,PRY,South America,2005,10737500188.0,1843.6341079999997,91.875,10.0,0.6940000000000001,0.54,1.0,,1.0,-0.17800000000000002,2.037,1.686,-1.574,0.706,0.556,0.615,0.7390000000000001,0.78792538,Lower-middle income,-0.21,0.12,100.0,1.844,9.0,66.07154083,0.8809999999999999,0.858,100.0,3.0,6.5,11.0,20.4,57.7,,63.57196,98000000.0,5.0
1531,West Bank and Gaza,PSE,Asia,2005,5125700000.0,1543.701414,26.25,,0.67,0.496,1.0,1.0,1.0,0.027000000000000003,0.657,2.404,-1.8519999999999999,0.43200000000000005,0.309,0.502,0.498,,Lower-middle income,0.212,1.456,100.0,-0.698,10.0,89.64100647,,,,,,,,,,,,
1534,French Polynesia,PYF,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1831,,
1535,Qatar,QAT,Asia,2005,44530494505.0,51455.950939999995,26.25,,,0.609,0.0,1.0,1.0,0.513,-0.21,-0.762,-1.808,0.353,0.177,0.39799999999999996,0.69,0.590445906,High income,-1.723,-0.295,0.0,-1.4040000000000001,9.0,99.86911774,0.316,0.16,0.0,,,,,,,66.34383000000001,,
1536,Romania,ROU,Europe,2005,98452791983.0,4617.929016,87.5,11.17824773,0.8390000000000001,0.157,1.0,1.0,1.0,-0.027000000000000003,1.325,1.379,0.39799999999999996,0.22699999999999998,0.252,0.158,0.21899999999999997,0.77957686,Upper-middle income,0.647,1.225,100.0,1.864,10.0,82.47559357,0.866,0.735,100.0,3.0,1.4,12.7,21.1,45.6,,50.47785,,56.0
1537,Russian Federation,RUS,Europe,2005,764017000000.0,5323.463083,73.125,9.843400447,0.706,0.254,1.0,1.0,1.0,-0.6920000000000001,0.5529999999999999,0.439,-0.674,0.305,0.262,0.239,0.16899999999999998,0.764646598,Upper-middle income,-0.297,0.22,100.0,1.505,9.0,82.91107941,,,,,2.6,12.8,16.0,176.9,,,,21.0
1538,Rwanda,RWA,Africa,2005,2932213575.0,331.6901134,63.75,48.75,0.8240000000000001,0.221,1.0,1.0,1.0,1.4369999999999998,-1.053,1.656,-1.695,0.81,0.88,0.858,0.795,0.83876086,Low income,-0.805,1.6569999999999998,100.0,1.794,6.0,16.72549057,0.818,0.7929999999999999,100.0,,29.0,9.4,14.0,48.8,3.5,41.04235,561000000.0,1048.0
1540,Saudi Arabia,SAU,Asia,2005,328460000000.0,13791.454759999999,23.75,0.0,0.142,0.904,1.0,,1.0,0.23,-1.347,-3.24,-2.016,0.501,0.40299999999999997,0.12300000000000001,0.6659999999999999,0.754971686,High income,-0.9990000000000001,-1.9569999999999999,0.0,-3.055,9.0,87.43875885,0.16,0.209,0.0,0.0,1.9,8.8,17.8,202.8,,64.12066999999999,1968000000.0,185.0
1541,Sudan,SDN,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.185,0.0,,,,,,3.5,59.49074,1850000000.0,6005.0
1542,Senegal,SEN,Africa,2005,11069290804.0,998.1215541000001,63.75,19.16666667,0.81,0.335,1.0,1.0,1.0,0.5479999999999999,2.537,1.018,0.426,0.276,0.228,0.24600000000000002,0.22,0.884161435,Low income,0.7909999999999999,1.3259999999999998,100.0,1.525,11.0,22.41254044,0.8909999999999999,0.6940000000000001,100.0,,11.9,7.6,11.1,75.4,4.0,41.67818,700000000.0,46.0
1543,Singapore,SGP,Asia,2005,127808000000.0,29961.263280000003,68.75,15.95744681,0.775,0.04,0.0,1.0,1.0,3.116,-0.299,1.161,0.335,0.022000000000000002,0.031,0.10300000000000001,0.07400000000000001,0.7875406859999999,High income,1.251,1.3330000000000002,100.0,1.2990000000000002,6.0,,0.831,0.28600000000000003,100.0,,3.8,9.6,15.8,40.4,,37.40033,,5.0
1544,Solomon Islands,SLB,Oceania,2005,476898763.6,1014.8552800000001,54.375,0.0,0.465,0.805,1.0,1.0,1.0,-0.304,1.581,0.9620000000000001,-0.8059999999999999,0.608,0.8540000000000001,0.281,0.37,0.916840515,Low income,0.071,-0.39799999999999996,100.0,-0.05,,30.39112091,0.619,0.752,100.0,,,,,,3.5,66.43599,169000000.0,
1545,Sierra Leone,SLE,Africa,2005,1650494367.0,292.3490663,38.125,14.51612903,0.7090000000000001,0.337,0.0,,0.0,0.591,1.595,2.338,-0.804,0.44799999999999995,0.451,0.5,0.239,0.8934014690000001,Low income,0.48,0.993,100.0,0.7090000000000001,9.0,,0.76,0.78,100.0,,26.8,10.3,35.7,35.3,3.5,53.70867,339000000.0,
1546,El Salvador,SLV,North America,2005,14698001400.0,2428.569111,78.125,10.71428571,0.6659999999999999,0.633,1.0,,1.0,-0.28600000000000003,1.605,1.767,-0.09300000000000001,0.8540000000000001,0.7140000000000001,0.6409999999999999,0.561,0.89061396,Lower-middle income,-0.91,0.35,100.0,1.53,9.0,67.75218201,0.79,0.638,100.0,1.0,1.9,11.1,13.5,126.7,,73.31897,482000000.0,
1547,San Marino,SMR,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Somalia,SOM,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.233,0.0,,,,,,,36.0424,240000000.0,52.0
1549,Serbia,SRB,Europe,2005,27683225959.0,3720.4791549999995,88.125,,0.802,0.161,1.0,1.0,1.0,0.281,1.854,2.026,0.569,0.14800000000000002,0.17800000000000002,0.215,0.21100000000000002,,Lower-middle income,0.914,0.8059999999999999,100.0,2.2230000000000003,8.0,88.59040833,0.93,0.866,100.0,1.0,,16.2,26.0,,4.5,21.37681,2458000000.0,10.0
1551,South Sudan,SSD,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Suriname,SUR,South America,2005,1793388732.0,3590.648183,63.75,25.49019608,0.87,0.387,1.0,,1.0,-0.098,2.041,2.385,1.42,0.505,0.373,0.415,0.514,0.7660691709999999,Lower-middle income,0.815,1.405,100.0,1.357,6.0,68.4760437,0.877,0.711,100.0,,,,,,,64.20022,18000000.0,
1556,Slovak Republic,SVK,Europe,2005,62785305310.0,11685.75482,76.25,16.66666667,0.894,0.062,1.0,1.0,1.0,1.62,2.815,1.867,0.795,0.179,0.111,0.048,0.099,0.7624736209999999,Upper-middle income,0.9670000000000001,1.409,100.0,2.194,10.0,93.27786255,,,,,5.0,7.4,14.8,84.0,,,,17.0
1557,Slovenia,SVN,Europe,2005,36206395971.0,18098.90854,88.125,12.22222222,0.8809999999999999,0.031,1.0,1.0,1.0,2.0469999999999997,2.048,1.347,1.213,0.07200000000000001,0.08199999999999999,0.027999999999999997,0.039,0.801068282,High income,2.1430000000000002,1.5119999999999998,100.0,2.015,9.0,97.18781281,0.909,0.8540000000000001,100.0,,2.5,8.5,10.5,80.6,,46.65598,,10.0
1558,Sweden,SWE,Europe,2005,392218000000.0,43437.06312,90.625,45.27220629999999,0.945,0.026000000000000002,1.0,1.0,1.0,3.222,3.103,2.909,1.659,0.031,0.059000000000000004,0.019,0.016,0.8544788870000001,High income,2.108,3.497,100.0,2.186,9.0,104.05970759999998,0.904,0.924,100.0,2.0,0.8,4.8,10.1,73.6,,42.19229,,769.0
1559,Eswatini,SWZ,Africa,2005,3178126555.0,3083.838202,38.75,10.76923077,0.423,0.43200000000000005,1.0,1.0,1.0,-0.815,-0.569,0.11900000000000001,-1.4369999999999998,0.489,0.41600000000000004,0.768,0.409,0.906808863,Lower-middle income,-0.349,0.245,100.0,-0.58,,52.83440018,0.381,0.09699999999999999,100.0,,7.0,14.4,17.3,78.0,,27.605040000000002,51000000.0,0.0
1560,Sint Maarten (Dutch part),SXM,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24493,,
1561,Seychelles,SYC,Africa,2005,919103254.5,11092.51074,73.75,29.41176471,0.816,0.151,1.0,,1.0,0.069,0.245,0.995,1.196,0.166,0.038,0.33799999999999997,0.22899999999999998,0.8918072340000001,Upper-middle income,0.377,1.024,100.0,2.045,10.0,81.82692719,0.898,0.7929999999999999,100.0,,,,,,,56.40719,24000000.0,
1562,Syrian Arab Republic,SYR,Asia,2005,28858965517.0,1571.738236,28.75,12.0,0.46299999999999997,0.524,1.0,1.0,0.0,-1.002,-2.137,-1.024,-1.739,0.4,0.389,0.735,0.8220000000000001,0.7230278529999999,Lower-middle income,-1.065,-1.02,100.0,-0.485,9.0,69.74968719,,,,,,,,,,,,141.0
1563,Turks and Caicos Islands,TCA,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.89744,136000000.0,
1564,Chad,TCD,Africa,2005,6649307057.0,658.5669730000001,57.5,6.451612902999999,0.508,0.7120000000000001,0.0,1.0,1.0,-1.2429999999999999,1.3130000000000002,1.23,-1.173,0.885,0.7440000000000001,0.6759999999999999,0.873,0.540571117,Low income,-1.155,-0.098,100.0,0.934,6.0,15.64002037,0.703,0.512,100.0,,,,,,3.0,58.62069,390000000.0,0.0
1567,Togo,TGO,Africa,2005,2281482855.0,406.562366,51.25,7.407407407000001,0.7020000000000001,0.41,0.0,1.0,1.0,-0.99,1.097,1.63,-0.418,0.611,0.6609999999999999,0.732,0.431,0.8847655409999999,Low income,0.684,1.4380000000000002,100.0,1.845,10.0,46.15982819,0.812,0.861,100.0,,,,,,2.0,31.190479999999997,92000000.0,34.0
1568,Thailand,THA,Asia,2005,189319000000.0,2894.062656,63.75,10.6,0.8079999999999999,0.19899999999999998,1.0,1.0,0.0,0.0,0.757,1.6059999999999999,1.046,0.391,0.35,0.45299999999999996,0.47100000000000003,0.785193245,Lower-middle income,0.7879999999999999,2.083,100.0,2.053,9.0,73.63115692,0.905,0.504,100.0,1.0,9.1,9.0,13.2,83.7,,32.19399,12409000000.0,707.0
1569,Tajikistan,TJK,Asia,2005,2312327536.0,340.5831832,73.125,17.46031746,0.485,0.865,1.0,,0.0,-1.242,-1.149,-0.495,-1.692,0.861,0.893,0.778,0.8490000000000001,0.9285673170000001,Low income,-0.35700000000000004,-1.136,100.0,-0.153,9.0,80.32170868,0.499,0.634,100.0,,,,,,4.0,53.1219,248000000.0,53.0
1570,Turkmenistan,TKM,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0.10099999999999999,0.623,100.0,,,,,,,53.84615,-44000000.0,20.0
1572,Timor-Leste,TLS,,2005,462261800.0,464.52403200000003,53.125,25.28735632,0.765,0.599,1.0,1.0,1.0,0.74,1.6059999999999999,1.568,0.485,0.733,0.797,0.505,0.473,,Low income,0.314,0.601,100.0,1.49,6.0,54.97655869,0.753,0.757,100.0,,,,,,,,,
1573,Timor-Leste,TLS,Asia,2005,462261800.0,464.52403200000003,53.125,25.28735632,0.765,0.599,1.0,1.0,1.0,0.74,1.6059999999999999,1.568,0.485,0.733,0.797,0.505,0.473,,Low income,0.314,0.601,100.0,1.49,6.0,54.97655869,0.753,0.757,100.0,,,,,,,,,
1575,Tonga,TON,Oceania,2005,261797606.1,2594.418739,50.0,3.448275862,,,,,,,,,,,,,,0.913026973,Lower-middle income,,,,,6.0,,,,,,,,,,2.0,65.27778,35000000.0,
1578,Trinidad and Tobago,TTO,North America,2005,15982282462.0,12327.280709999999,72.5,19.44444444,0.883,0.11900000000000001,1.0,1.0,1.0,0.8340000000000001,2.247,1.966,2.04,0.161,0.085,0.182,0.14,0.703637685,Upper-middle income,1.298,1.422,100.0,1.666,6.0,,0.7859999999999999,0.8340000000000001,100.0,,,,,,,87.80304,637000000.0,
1579,Tunisia,TUN,Africa,2005,32273007554.0,3193.204358,58.75,22.75132275,0.725,0.22,1.0,1.0,0.0,-1.251,-1.162,-1.1640000000000001,-0.485,0.249,0.292,0.516,0.27899999999999997,0.765799107,Lower-middle income,0.115,0.72,100.0,0.49,9.0,84.61930084,0.598,0.8270000000000001,100.0,3.0,20.9,,12.4,46.8,,63.228269999999995,518000000.0,0.0
1580,Turkey,TUR,Asia,2005,506308000000.0,7456.296101000001,74.375,4.3636363639999995,0.605,0.446,1.0,1.0,1.0,0.856,0.823,0.223,-0.546,0.292,0.29,0.608,0.39899999999999997,0.831359568,Upper-middle income,0.718,0.75,100.0,0.039,8.0,83.93792725,0.706,0.7759999999999999,100.0,3.0,5.0,13.4,23.7,88.7,,32.42738,11689000000.0,1362.0
1581,Tuvalu,TUV,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27723,8000000.0,
1582,Tanzania,TZA,Africa,2005,18399046025.0,492.6313397,81.25,30.40752351,0.799,0.529,0.0,,1.0,0.618,1.051,1.63,-0.726,0.591,0.5670000000000001,0.555,0.318,0.8742176429999999,Low income,0.604,1.4180000000000001,100.0,1.3769999999999998,7.0,,0.8290000000000001,0.6940000000000001,100.0,,,,,,4.5,40.99765,1669000000.0,0.0
1583,Uganda,UGA,Africa,2005,9239221859.0,333.73157630000003,46.875,23.93442623,0.812,0.423,1.0,,1.0,0.413,0.654,1.8530000000000002,-1.3869999999999998,0.5710000000000001,0.591,0.612,0.691,0.7793688679999999,Low income,1.057,1.3430000000000002,100.0,1.433,,,0.838,0.7879999999999999,100.0,,2.3,11.7,18.3,66.8,4.5,35.48496,1258000000.0,
1584,Ukraine,UKR,Europe,2005,86057915585.0,1826.931391,66.875,5.333333333,0.871,0.09,1.0,0.0,0.0,-0.371,1.291,2.076,1.672,0.355,0.179,0.191,0.222,0.82658718,Lower-middle income,-1.7990000000000002,1.696,100.0,2.5860000000000003,11.0,95.59757233,0.946,0.722,100.0,,5.6,12.4,15.0,8.5,,62.72286,10517000000.0,42.0
1586,Uruguay,URY,South America,2005,17362857684.0,5226.9441,71.25,11.11111111,0.8640000000000001,0.05,1.0,,1.0,2.655,3.633,1.7919999999999998,0.9470000000000001,0.08,0.08900000000000001,0.02,0.048,0.884008343,Upper-middle income,1.75,1.146,100.0,1.689,9.0,101.2373962,0.8740000000000001,0.937,100.0,1.0,5.6,8.2,22.7,50.9,,62.59039,520000000.0,26.0
1587,United States,USA,North America,2005,13036600000000.0,44114.74778,83.75,15.17241379,0.917,0.08800000000000001,1.0,,1.0,3.0010000000000003,3.4189999999999996,2.728,1.238,0.111,0.064,0.018000000000000002,0.114,0.851034779,High income,0.97,2.052,100.0,2.369,12.0,95.05248259999999,,,,,0.7,10.3,12.9,154.8,,32.01863,,19741.0
1588,Uzbekistan,UZB,Asia,2005,14307509839.0,546.7768502,67.5,17.5,0.501,0.44,1.0,,0.0,-1.044,-2.572,-2.202,-2.062,0.564,0.594,0.42700000000000005,0.48,0.766073868,Low income,-0.47,0.5760000000000001,100.0,-0.26899999999999996,11.0,88.88987732,0.33899999999999997,0.07200000000000001,100.0,1.0,,,,,3.5,69.73258,37000000.0,37.0
1589,St. Vincent and the Grenadines,VCT,North America,2005,550729629.6,5070.381521,68.125,18.18181818,,,,,,,,,,,,,,0.8879169029999999,Upper-middle income,,,,,12.0,89.4212265,,,,,,,,,4.0,,,
1590,"Venezuela, RB",VEN,South America,2005,145510000000.0,5504.97724,68.125,17.36526946,0.8440000000000001,0.113,1.0,,1.0,-0.624,0.5660000000000001,1.071,0.268,0.251,0.259,0.789,0.207,0.821318122,Upper-middle income,1.156,1.876,100.0,1.824,14.0,74.59802246,,,,,1.1,11.1,15.3,251.3,,,,200.0
1591,British Virgin Islands,VGB,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.563140000000004,,
1592,Virgin Islands (U.S.),VIR,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Vietnam,VNM,Asia,2005,57633255618.0,687.4797274,64.375,27.30923695,0.764,0.33399999999999996,1.0,1.0,1.0,-0.43200000000000005,-0.087,-0.315,1.12,0.32299999999999995,0.521,0.489,0.304,0.778266175,Low income,0.679,1.555,100.0,0.86,9.0,,0.6779999999999999,0.674,100.0,,,,,,4.0,39.31125,2166000000.0,
1594,Vanuatu,VUT,Oceania,2005,394962552.3,1887.2265760000003,55.625,3.8461538460000004,0.684,0.386,1.0,1.0,1.0,0.833,2.25,1.8219999999999998,-0.757,0.324,0.45899999999999996,0.099,0.172,0.84885211,Lower-middle income,1.959,1.088,100.0,0.848,,,0.752,0.764,100.0,,,,,,3.0,42.57813,52000000.0,
1596,Samoa,WSM,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,57.71605,73000000.0,
1597,Kosovo,XKX,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,0.45399999999999996,0.6409999999999999,100.0,,,,,,,,,
1598,"Yemen, Rep.",YEM,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,272.0
1599,South Africa,ZAF,Africa,2005,257773000000.0,5383.657217,78.75,32.75,0.889,0.391,1.0,,1.0,1.567,1.3019999999999998,1.521,1.26,0.45299999999999996,0.508,0.349,0.483,0.83716681,Upper-middle income,1.069,1.526,100.0,1.7,9.0,87.39671326,0.883,0.6459999999999999,100.0,,1.8,7.9,12.3,59.4,,45.74235,14784000000.0,2180.0
1600,Zambia,ZMB,Africa,2005,8331870169.0,702.7411183999999,60.625,12.65822785,0.7190000000000001,0.42100000000000004,0.0,,0.0,0.6809999999999999,0.9690000000000001,1.959,-1.4869999999999999,0.385,0.516,0.7909999999999999,0.336,0.7391174629999999,Low income,0.639,0.48700000000000004,100.0,0.943,7.0,,0.78,0.606,100.0,,,,,,3.5,69.85999,1560000000.0,65.0
1601,Zimbabwe,ZWE,Africa,2005,5755215200.0,476.5554025,78.75,16.0,0.684,0.39799999999999996,1.0,,1.0,-1.2790000000000001,-1.2409999999999999,1.371,-1.15,0.516,0.502,0.748,0.513,0.777618294,Low income,-1.216,0.521,100.0,1.5019999999999998,7.0,,0.782,0.866,100.0,,,,,,1.0,74.5001,399000000.0,0.0
1602,Aruba,ABW,North America,2006,2424581006.0,24046.22638,,,,,,,,,,,,,,,,0.858455634,High income,,,,,,97.35636902,,,,,,,,,,,,
1604,Afghanistan,AFG,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,0.281,0.655,100.0,1.0,,,,,3.0,,,0.0
1606,Angola,AGO,Africa,2006,52381006892.0,2599.565948,62.5,15.0,0.628,0.527,1.0,,1.0,-1.087,-0.6779999999999999,0.762,-0.20600000000000002,0.805,0.789,0.6729999999999999,0.736,0.478954363,Lower-middle income,-0.63,0.578,100.0,0.531,4.0,,0.631,0.544,100.0,,,,,,3.0,,,134.0
1607,Albania,ALB,Europe,2006,8896073938.0,2972.743265,80.0,7.142857143,0.769,0.215,1.0,1.0,1.0,0.626,1.402,2.386,0.299,0.27699999999999997,0.145,0.325,0.207,0.921056378,Lower-middle income,0.124,1.321,100.0,1.1520000000000001,8.0,79.18955231,0.8420000000000001,0.6409999999999999,100.0,,3.1,6.8,18.1,40.4,3.5,,,5.0
1608,Andorra,AND,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,United Arab Emirates,ARE,Asia,2006,222117000000.0,41907.42147,26.875,5.0,0.26899999999999996,0.483,1.0,1.0,1.0,0.98,0.321,0.049,-1.834,0.368,0.252,0.536,0.701,0.856989785,High income,-0.8809999999999999,-1.32,0.034,-0.888,6.0,,0.29100000000000004,0.165,0.098,,6.4,12.9,17.3,94.7,,,,129.0
1611,Argentina,ARG,South America,2006,232557000000.0,5919.012338,70.0,35.01945525,0.877,0.067,1.0,,1.0,0.813,2.7119999999999997,2.265,1.178,0.26899999999999996,0.172,0.048,0.1,0.822692931,Upper-middle income,1.5019999999999998,1.579,100.0,1.995,13.0,91.81352997,0.9329999999999999,0.816,100.0,3.0,3.4,13.5,16.9,108.2,,,,50.0
1612,Armenia,ARM,Asia,2006,6384451606.0,2158.1480739999997,76.875,5.34351145,0.7070000000000001,0.341,0.0,0.0,0.0,-0.337,1.037,0.7190000000000001,-1.216,0.418,0.268,0.326,0.075,0.9169906959999999,Lower-middle income,-0.747,-0.317,100.0,2.055,10.0,94.94132996,0.924,0.833,100.0,,2.4,22.9,34.9,64.3,5.0,,,0.0
1614,Antigua and Barbuda,ATG,North America,2006,1157662963.0,13995.804419999999,66.25,10.52631579,,,,,,,,,,,,,,,High income,,,,,11.0,,,,,,,,,,,,,
1615,Australia,AUS,Oceania,2006,746054000000.0,36044.922810000004,81.25,24.66666667,0.932,0.039,1.0,1.0,1.0,3.4560000000000004,2.648,2.615,1.548,0.022000000000000002,0.061,0.012,0.027999999999999997,0.772582146,High income,0.9079999999999999,1.9980000000000002,100.0,1.45,10.0,,0.8320000000000001,0.91,100.0,2.0,0.6,5.2,10.3,17.6,,,,1249.0
1616,Austria,AUT,Europe,2006,335999000000.0,40635.28182,85.0,32.24043716,0.941,0.057999999999999996,1.0,1.0,1.0,2.521,2.6210000000000004,1.59,1.271,0.061,0.067,0.036000000000000004,0.06,0.836166179,High income,1.033,1.389,100.0,2.3080000000000003,9.0,100.3299637,0.932,0.903,100.0,2.0,2.7,5.2,13.2,75.6,,,,4051.0
1617,Azerbaijan,AZE,Asia,2006,20982986344.0,2473.081819,66.875,11.29032258,0.579,0.345,1.0,1.0,1.0,-1.101,-0.696,-0.385,-1.278,0.5660000000000001,0.467,0.8809999999999999,0.469,0.548009276,Lower-middle income,-1.327,-0.308,100.0,1.476,9.0,,0.782,0.69,100.0,,,,,,4.5,,,405.0
1618,Burundi,BDI,Africa,2006,1273375020.0,167.3764625,64.375,30.50847458,0.685,0.385,1.0,,1.0,-1.228,-0.738,1.939,-0.505,0.735,0.519,0.7120000000000001,0.619,0.6084254920000001,Low income,1.3030000000000002,0.867,100.0,0.11900000000000001,,14.13834,0.5329999999999999,0.797,100.0,,,,,,3.5,,,1099.0
1619,Belgium,BEL,Europe,2006,407918000000.0,38672.70594,84.375,34.66666667,0.941,0.045,1.0,1.0,1.0,3.028,3.2119999999999997,2.1519999999999997,2.503,0.059000000000000004,0.06,0.03,0.027999999999999997,0.835413,High income,2.1,2.675,100.0,2.418,12.0,161.0192108,0.9420000000000001,0.8640000000000001,100.0,2.0,1.7,3.3,11.9,50.8,,,,2357.0
1620,Benin,BEN,Africa,2006,7034111316.0,856.0548758,65.625,7.2289156629999995,0.8590000000000001,0.177,1.0,,1.0,-0.251,2.18,1.359,1.723,0.41100000000000003,0.483,0.318,0.24,0.8408642279999999,Low income,0.941,1.454,100.0,2.176,6.0,,0.927,0.895,100.0,,,,,,4.0,,,224.0
1621,Burkina Faso,BFA,Africa,2006,6547420134.0,473.4498682,76.875,11.71171171,0.7859999999999999,0.266,1.0,1.0,1.0,0.9129999999999999,1.935,1.212,0.237,0.25,0.39399999999999996,0.14800000000000002,0.163,0.88556713,Low income,0.953,0.818,100.0,1.298,10.0,15.04074955,0.83,0.855,100.0,,,,,,4.5,,,0.0
1622,Bangladesh,BGD,Asia,2006,71819083684.0,509.6401899,38.125,15.07246377,0.595,0.49700000000000005,1.0,1.0,1.0,-1.101,0.36,0.912,-1.811,0.8390000000000001,0.815,0.782,0.613,0.964865132,Low income,-1.546,1.248,100.0,1.038,5.0,47.52978134,0.8420000000000001,0.6709999999999999,100.0,,,,,,3.5,,,0.0
1623,Bulgaria,BGR,Europe,2006,34379808889.0,4523.050833,88.125,22.08333333,0.938,0.061,1.0,1.0,1.0,1.3730000000000002,2.237,1.4369999999999998,1.314,0.08900000000000001,0.151,0.051,0.10099999999999999,0.825440869,Upper-middle income,0.85,2.296,100.0,1.655,9.0,89.74011993,0.8690000000000001,0.93,100.0,1.0,2.2,7.3,14.5,109.9,,,,10.0
1624,Bahrain,BHR,Asia,2006,18504760638.0,19307.50894,31.875,2.5,0.441,0.5770000000000001,0.0,1.0,1.0,-0.484,-0.29,-0.998,-1.5430000000000001,0.475,0.359,0.5870000000000001,0.778,0.8634676379999999,High income,-1.074,-0.593,36.46,0.035,9.0,96.39720917,0.44799999999999995,0.626,36.46,,,,,,,,,
1625,"Bahamas, The",BHS,North America,2006,10167250000.0,30713.79806,81.25,20.0,,,,,,,,,,,,,,0.908499822,High income,,,,,12.0,89.68250275,,,,,,,,,,,,
1626,Bosnia and Herzegovina,BIH,Europe,2006,12864610994.0,3416.5124100000003,78.75,14.28571429,0.8140000000000001,0.245,1.0,1.0,0.0,0.218,1.278,1.791,0.624,0.379,0.245,0.612,0.503,0.925589097,Lower-middle income,0.7809999999999999,0.9009999999999999,100.0,0.965,9.0,,0.728,0.903,100.0,,4.0,9.7,17.7,,3.5,,,10.0
1627,Belarus,BLR,Europe,2006,36954312354.0,3847.4341240000003,73.125,29.09090909,0.871,0.10400000000000001,1.0,1.0,1.0,0.40700000000000003,-1.6219999999999999,0.10099999999999999,-0.14300000000000002,0.031,0.09699999999999999,0.336,0.057999999999999996,0.825345332,Lower-middle income,1.626,0.8220000000000001,100.0,2.1719999999999997,9.0,,0.9159999999999999,0.715,100.0,,2.8,17.9,24.4,51.3,,,,5.0
1628,Belize,BLZ,North America,2006,1210603727.0,4155.323804,76.875,6.666666667,,,,,,,,,,,,,,0.721682825,Upper-middle income,,,,,8.0,76.66667175,,,,,,,,,,,,0.0
1629,Bermuda,BMU,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
